IP address,remote ssh version,country_code2,organization,asn
85.192.56.68,SSH-2.0-Go,RU,Aeza Group Ltd.,
117.50.55.100,SSH-2.0-libssh_0.9.6,CN,China Mobile,
172.105.128.11,SSH-2.0-Go,US,"Akamai Technologies, Inc.",
109.107.190.253,SSH-2.0-libssh_0.9.6,DE,AEZA INTERNATIONAL LTD,
111.67.196.197,SSH-2.0-libssh_0.9.6,CN,China Unicom Beijing Province Network,
82.207.8.154,SSH-2.0-libssh_0.9.6,UA,JSC Ukrtelecom,
198.52.58.105,SSH-2.0-Go,CA,B2B2C Inc,
168.235.93.30,SSH-2.0-libssh_0.9.6,US,"InMotion Hosting, Inc.",
181.79.234.146,,HN,IFX Corporation,
104.248.203.191,SSH-2.0-Go,NL,"DigitalOcean, LLC",
20.127.224.153,SSH-2.0-libssh_0.9.6,US,Microsoft Corporation,
47.236.72.94,SSH-2.0-libssh_0.9.6,SG,"Alibaba (US) Technology Co., Ltd.",
106.58.187.101,SSH-2.0-libssh_0.9.6,CN,CHINANET-BACKBONE,
51.89.165.94,SSH-2.0-libssh_0.9.6,GB,OVH SAS,
83.235.21.125,SSH-2.0-libssh_0.9.6,GR,Ote SA (Hellenic Telecommunications Organisation),
82.156.78.109,SSH-2.0-libssh_0.9.6,CN,Shenzhen Tencent Computer Systems Company Limited,
36.112.137.127,SSH-2.0-libssh_0.9.6,CN,"IDC, China Telecommunications Corporation",
172.206.147.195,MGLNDD_15.188.246.148_22,US,Microsoft Corporation,
114.96.71.150,SSH-2.0-libssh_0.9.6,CN,China Telecom,
198.235.24.45,,US,Google LLC,
47.185.253.146,SSH-2.0-Go,US,"Frontier Communications of America, Inc.",
94.63.229.20,SSH-2.0-libssh2_1.11.0,PT,Vodafone Portugal - Communicacoes Pessoais S.A.,
